scan_date,data_date,symbol,ib_action,conviction_level,position_size_pct,current_price,stop_loss_price,profit_target_price,daily_change_pct,volume,avg_volume_20d,conviction_reason,fundamental_score,fundamental_grade,market_cap,pe_ratio,forward_pe,peg_ratio,roe,roa,profit_margin,gross_margin,operating_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,revenue_quarterly_growth,current_ratio,quick_ratio,debt_to_equity,total_debt_to_equity,free_cashflow,operating_cashflow,book_value,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,target_mean_price,target_high_price,target_low_price,recommendation_mean,number_of_analyst_opinions,trend_strength,breakout_power,volume_surge,momentum_points,total_conviction_score
2025-08-21,253,HMY.AX,BUY,5,40,0.7900000214576721,0.7347000199556352,1.1850000321865082,21.53846929764636,951145,75544.65,"MAX conviction: 100, trend: 100, vol: 31.8x, daily: 21.5%",18,F,82205032,0.0,11.285714,0,-26.813,-1.30900005,-28.547,69.32800399999999,9.594999999999999,8.7,0.0,0.0,0,122.297,122.297,23.442719999999998,0,0,30790000,0.328,2.4085367,21.664,0.0,1.6140391,2.22876,0.99931806,1.0,2,100,25,31.78737454924621,25,100
2025-08-21,253,SUL.AX,BUY,5,40,18.56999969482422,17.270099716186525,27.854999542236328,12.34119130936766,1822067,387810.7,"MAX conviction: 100, trend: 100, vol: 5.7x, daily: 12.3%",40,C,4193588736,18.757576,16.433628,0,17.089,6.938,5.7150003,45.928000000000004,10.149,4.0,-9.5,-9.5,0,1.076,0.184,0.85592,0,333512512,545900032,5.784,3.2105808,1.182,10.232,14.50786,17.4,11.0,2.85714,14,100,25,5.6821724185891895,25,100
2025-08-21,253,SGP.AX,BUY,5,40,6.340000152587891,5.896200141906738,9.510000228881836,3.5947756722663815,13927536,5159460.25,"MAX conviction: 100, trend: 100, vol: 3.0x, daily: 3.6%",45,C,15214859264,33.368423,17.61111,0,4.4770002,2.309,14.713000000000001,21.346001,19.627,7.5,142.9,140.2,0,1.914,0.527,0.5610499999999999,0,-437875008,289000000,4.173,1.5192908,6.141,28.616,6.104,6.9,4.7,2.5,10,100,25,2.99580813799417,25,100
2025-08-21,253,DOW.AX,BUY,5,40,7.340000152587891,6.826200141906739,11.010000228881836,5.916310741779052,4274887,1122181.0,"MAX conviction: 100, trend: 100, vol: 4.5x, daily: 5.9%",5,F,4929353216,73.4,16.311111,0,3.757,2.9669999999999996,0.685,11.777999999999999,2.8269999,-6.2,5.4,5.800000000000001,0,1.043,0.872,0.7162099999999999,0,440249984,596000000,3.09,2.3754046,0.542,13.537,6.20778,7.0,5.4,2.66667,9,100,25,4.532914067462148,25,100
2025-08-21,253,BXB.AX,BUY,5,40,26.299999237060547,24.45899929046631,39.44999885559082,13.21566833973633,10533423,3542596.65,"MAX conviction: 100, trend: 100, vol: 3.3x, daily: 13.2%",40,C,35951833088,28.586956,25.047619,0,26.007998,9.1129996,12.016,34.028998,20.656,2.0,9.3,9.4,0,0.529,0.431,0.8512099999999999,0,400649984,1772499968,2.297,11.449717,5.099,18.05,22.373295,25.036095,17.820457,2.53333,15,100,25,3.340924833177334,25,100
2025-08-21,249,TJX,BUY,5,40,138.27000427246094,128.59110397338867,207.4050064086914,2.7113425105208755,13219000,5387455.0,"MAX conviction: 90, trend: 90, vol: 2.7x, daily: 2.7%",35,D,154256785408,32.61085,30.058697,0,60.356,12.751999999999999,8.4750004,30.482998,10.037,5.1,-1.0999999999999999,-3.2,0,1.163,0.452,1.5361600000000002,0,2886874880,5773000192,7.498,18.440918,2.79,21.445,145.94118,164.0,88.0,1.47619,17,90,25,2.6732701299121517,20,90
2025-08-21,249,TJX,BUY,5,40,138.27000427246094,128.59110397338867,207.4050064086914,2.7113425105208755,13219000,5387455.0,"MAX conviction: 90, trend: 90, vol: 2.7x, daily: 2.7%",35,D,154256785408,32.61085,30.058697,0,60.356,12.751999999999999,8.4750004,30.482998,10.037,5.1,-1.0999999999999999,-3.2,0,1.163,0.452,1.5361600000000002,0,2886874880,5773000192,7.498,18.440918,2.79,21.445,145.94118,164.0,88.0,1.47619,17,90,25,2.6732701299121517,20,90
2025-08-21,249,TJX,BUY,5,40,138.27000427246094,128.59110397338867,207.4050064086914,2.7113425105208755,13219000,5387455.0,"MAX conviction: 90, trend: 90, vol: 2.7x, daily: 2.7%",35,D,154256785408,32.61085,30.058697,0,60.356,12.751999999999999,8.4750004,30.482998,10.037,5.1,-1.0999999999999999,-3.2,0,1.163,0.452,1.5361600000000002,0,2886874880,5773000192,7.498,18.440918,2.79,21.445,145.94118,164.0,88.0,1.47619,17,90,25,2.6732701299121517,20,90
2025-08-21,253,PTM.AX,BUY,5,40,0.824999988079071,0.7672499889135361,1.2374999821186066,5.095536371550291,3077457,1938287.7,"MAX conviction: 90, trend: 100, vol: 1.7x, daily: 5.1%",45,C,480287744,16.5,11.785714,0,9.6549995,11.75,15.574999,49.603,39.472,-23.3,-55.300000000000004,-55.300000000000004,0,7.436,7.436,0.05789,0,71821000,50848000,0.358,2.304469,1.826,5.154,0.582,0.7,0.53,2.6,5,100,25,1.6912853101616039,25,90
2025-08-21,253,PFG.AX,BUY,5,40,0.2549999952316284,0.23714999556541444,0.3824999928474426,1.9999980926513672,159596,81869.15,"MAX conviction: 90, trend: 100, vol: 2.1x, daily: 2.0%",55,C,65955240,12.75,0,0,8.809000000000001,6.537,8.77,46.685,11.2679996,25.4,0.0,0.0,0,2.494,2.291,0.25661,0,3540349,5475093,0.23,1.1086956,1.624,8.123,0.0,0.0,0.0,0.0,0,100,15,2.0662524995355347,25,90
